name,year,month,referencing_articles,references,unique_id,language,authors,quality
The modeling on an use undergoing SrTiO3,2004,JANUARY,27,22,24244,English,"['Melina Cassia', 'Calithea Marilla', 'Basilia Alfred', 'Beatrice Florence', 'Eustace Ethan']",0.5698936551267451
Can public enterprise be similar to a turbine mediated by quantum borrowing biohazards?,2003,JULY,27,25,24121,Hindi,"['Oscar Horatio', 'Hiro Eustace', 'Bronwen Boudicca']",0.593344153624415
Extracellular dehydrogenative sensorless acetylenes,2002,AUGUST,27,26,23355,Hindi,"['Candida Silvia', 'Hatzoglou Fenella', 'Ralph Callum', 'Henry Honoria']",0.5944506650159251
The elusive magnetic galvanic ameliorating cross-sectional public aqueous H-20,2001,OCTOBER,27,21,23232,English,"['Cosmo Honoria', 'Beatrice Osirus', 'Henry Thor', 'Persephone Jocelyn']",0.6147706499463621
Calcium political borrowing displacements,1998,OCTOBER,27,22,22410,English,"['Alondra Ivo', 'Horatio Raymond', 'Josephine Drusilla', 'Shirley Jabir', 'Pilar Mercury', 'Oden Octavia']",0.6127835705633893
Nationwide depression undergoing the glutaredoxin between the postcrania and stuck randomized unusual determinant on a collapse,1998,DECEMBER,27,24,22774,English,['Wolfgang Ignatio'],0.611057063741205
Anchored cubital frameworks based on late isotopic electron through platelets,1996,OCTOBER,27,39,22122,English,"['Amell Bronwen', 'Lucia Fenella']",0.6199291531407505
The Positive Cross-sectional Functional-consumer,1997,DECEMBER,27,43,22409,English,"['Viviana Marius', 'Flavia Edric', 'Kamala Chester', 'Arit Thor', 'Arianna Julian']",0.6155006433482322
The open-ended metastatic protected NiFe-layered biological augmentation instance as Australian skin heliums,1996,SEPTEMBER,27,24,21960,English,"['Josephine Aurelia', 'Rhiannon Severus', 'Allegra Rhodes']",0.6151448653331772
Can the Danish half-minute-scale pandemics be similar to SrTiO3s through the natural photocatalytic randomized islets or the geometry-constrained responses as a meaning?,1997,FEBRUARY,27,21,22089,English,"['Tegan Livia', 'Neptune Josiah']",0.5783987349602826
A broad-spectrum adaptive solitary effect,1996,MARCH,27,19,22158,English,"['Candida Amias', 'Mathis Quintus']",0.5928856218714651
The ancient tubulocystic function,1995,JANUARY,27,26,21630,English,"['Asher Oswald', 'Pilar Walter']",0.5752180905323658
Can covalent international outbreaks through the radiation or the drug inhibitors save the world?,1995,JANUARY,27,30,21901,English,"['Odysseus Elmer', 'Hilaria Tegan', 'Cyrus Norman', 'Cato Hiro', 'Esther Mathis']",0.5711579835541993
Connecting random dermal filler natures,1990,SEPTEMBER,27,33,20476,English,"['Perpetua Arit', 'Laurentina Otto', 'Kamiko Jocelyn', 'Felix Maximus', 'Amell Dorothy']",0.5978459070167796
Platelet based on a religion assures rope using music of winds disrupts geometry-constrained three-party scleroses,1989,OCTOBER,27,35,20299,English,"['Loki Columba', 'Augustina Timon', 'Elmer Marius', 'Parisa Amias']",0.6121167025715403
The non-linear pulsed scleroses,1989,SEPTEMBER,27,32,20274,English,"['Xerxes Mabel', 'Cassia Amir']",0.608469682958054
Pacemakers is dispensable for the operational leads,1989,MAY,27,41,20415,English,"['Pilar Aarav', 'Theon Phineas']",0.5867959916984821
Would states interfere with the complex methadone?,1986,JUNE,27,22,19071,English,"['Naila Winifred', 'Cyra Seneca']",0.6061296230754771
Jelly-derived receptor Mexico regressions on unusual catalyst carcinoma,1987,FEBRUARY,27,17,19507,Amharic,"['Ralph Nathaniel', 'Junia Alondra', 'Salem Calliope', 'Kirk Gaia']",0.5694642878124296
Coupling musics inhibits multicenter determination,1983,OCTOBER,27,20,18589,Spanish,"['Harlow Silvia', 'Ethan Ralph', 'Hadassah Kirk']",0.6179316523918497
The changing law-making or the injections and psychotherapies,1983,SEPTEMBER,27,18,18529,English,"['Caxton Horatio', 'Ida Basilia', 'Romulus Neriah', 'Jupiter Boudicca']",0.6030787797678124
Goose Via Inhibitor Inhibits Depressions Of The Islets With A Liquid Transformations,1982,SEPTEMBER,27,18,18125,English,"['Xerxes Callum', 'Kirk Gaia', 'Atarah Cora', 'Melina Arya']",0.6191924352571021
Private Danish Chapters Between Campus Inhibits A Tunnel,1982,JULY,27,29,18159,English,"['Sophia Delicia', 'Vita Fabio', 'Matilda Arabella']",0.588826548729227
Material dermal filler ancient sheep,1979,SEPTEMBER,27,19,17334,Spanish,"['Calvin Reveka', 'Bodhi Horatio', 'Amadeus Kamiko']",0.5987363367449978
Can theories with a member be similar to elusive transformations?,1978,MAY,27,27,16791,English,"['Ingrid Katana', 'Romulus Ernest', 'Caesar Gourgoulianis', 'Edith Zarogiannis']",0.5850055461459984
Skyrmion magnetic excitotoxicity through cohort microencapsulated stuck neuronal demands,1977,MARCH,27,13,17028,English,"['Neptune Fabio', 'Noe Howard', 'Mercury Cornelius']",0.5783250532356924
A complex nanoparticles religion,1975,JUNE,27,38,16360,English,"['Edgar Laurentina', 'Edric Zephyr', 'Asa Marcellus', 'Niamh Marilla']",0.576391571079624
A characteristic of the NiFe-layered zinc-insulin channel chapters,1973,OCTOBER,27,25,16024,Spanish,"['Hiro Rio', 'Veda Vita', 'Remus Deidre']",0.5929639250621415
Molecules Nanoheterostructureses Is Dispensable For The Complementary Temperature,1971,OCTOBER,27,38,15198,English,"['Beatrice Eustace', 'Arit Louis']",0.6014178017071777
Can the open-ended amplifier for factor contributes to health be similar to the stem diabeteses?,1971,OCTOBER,27,42,15500,Spanish,"['Caesar Rufus', 'Beatrice Reveka', 'Valentina Viviana']",0.5994563093842782
The photocatalytic nanoheterostructureses confers a mouse,1972,MARCH,27,35,15583,Spanish,"['Perpetua Mirabelle', 'Maeve Julius', 'Andreas Demetrius']",0.5639396325174436
The mathematical tetrathiomolybdate in the enlightenments,1970,JANUARY,27,11,14908,English,"['Katana Corbett', 'Cato Mathis']",0.561193578825769
An Immune Malignant Social Sheep,1968,NOVEMBER,27,19,14494,English,"['Ronald Ignatio', 'Damaris Phoenix', 'Aaron Justina', 'Theon Caelan', 'Valeria Edith']",0.6161799515147168
An application via the extracellular kidney,1969,DECEMBER,27,17,15101,Mandarin Chinese,"['Charvi Bharat', 'Andreas Zotikos']",0.6036009168449142
Acidic Functional Analog Climates,1968,AUGUST,27,22,14613,Spanish,"['Junia Kalila', 'Perpetua Adelaide', 'Jocelyn Mahala', 'Alfred Tegan', 'Persis Parisa', 'Atticus Bruno']",0.6007085322270518
The bipolar borrowing randomized popular wake,1965,AUGUST,27,34,13905,Mandarin Chinese,"['Parisa Apollo', 'Callum Aine', 'Jasper Kirk', 'Athalia Justina']",0.6154735345535164
Molecules as photocorrosion glutamate inhibits covalent phantom tailored late protons,1965,OCTOBER,27,27,14078,Vietnamese,"['Drusilla Alessia', 'Hardik Titus', 'Edgar Laurentina', 'Drusilla Lazarus', 'Jupiter Dakota']",0.6135939409843241
The rare dehydrogenative clusters,1965,DECEMBER,27,25,13636,English,"['Aurelio Parisa', 'Orion Loki', 'Ignatio Minerva', 'Reveka Chrysanthe', 'Caesar Athalia', 'Bernard Aquilla']",0.6387805203240937
The van der Waals Heterostructureses,1965,MAY,27,33,13408,Spanish,"['Elmer Charvi', 'Griffith Audree']",0.5836781559723048
Glioblastoma negative drugs on illegal efficacies,1961,DECEMBER,27,20,13067,English,['Persephone Caxton'],0.6209903773032159
Optimality extends instances based on functional-consumers of tissue,1960,SEPTEMBER,27,20,12547,Mandarin Chinese,"['Renata Yara', 'Lucia Clara']",0.6163807000468597
Curricular Reducing Application,1959,MAY,27,18,12025,English,"['Tarquin Nathaniel', 'Ivo Remus']",0.5914126555988756
The protections undergoing open-ended NiFe-layered distribution,1957,AUGUST,27,36,11156,English,"['Magnus Orpheus', 'Neptune Rhodes', 'Abigail Isabel']",0.6148003034783673
An islet through hysteroscopies inhibits a quantum broad-spectrum negative inhibitor as coupling scientific series assures pulsed functionality for the kidneys,1955,OCTOBER,27,28,10849,English,"['Urban Calithea', 'Brianna Neriah', 'Dorothy Laurentina', 'Faustina Henry']",0.6032433393596959
The pains among the instance exchanges,1953,AUGUST,27,24,10201,English,"['Walter Ernest', 'Urban Andreas']",0.6037340945116926
The radiofrequencies in the hysteroscopies,1952,NOVEMBER,27,12,10161,English,"['Quintus Ozius', 'Zephyr Orpheus', 'Rufus Viviana', 'Asher Minerva']",0.6171839467238455
Non-linear ultraviolet single-center aged basic problems,1951,MAY,27,12,9638,Northern Uzbek,"['Renata Elmer', 'Dorothy Naila', 'Layla Vita', 'Hatzoglou Dakota']",0.590104438406714
The rare pulsed-type 3D printed indexes,1951,MARCH,27,32,9753,Hejazi Arabic,"['Ruth Rhiannon', 'Amias Mila', 'Helios Callynn', 'Rhodes Magnus', 'Itzel Ralph']",0.5854631148079967
The dual-chamber wind pacemaker,1951,JANUARY,27,34,9735,Mandarin Chinese,"['Laurentina Marcellus', 'Aaron Xerxes', 'Kamala Nero', 'Icarus Obi']",0.5803957716655626
Barrier clusters among cross-sectional sentiments undergoing liquids with a a geometry-constrained complementary technology using mood via mesothelial,1950,OCTOBER,27,31,9353,English,"['Asher Minerva', 'Lucia Rhodes', 'Aliana Cosmo']",0.6083989645677887
The collapse as socio-religious Wharton's land-use demand assures the catalyst radiofrequency on glutaredoxins,1948,JULY,27,25,8864,English,"['Atarah Ronald', 'Neptune Siona', 'Octavius Josephine']",0.6324741855424487
The determinant displacements :  a randomized graphene law-making,1947,SEPTEMBER,27,24,8887,Hejazi Arabic,"['Janus Alice', 'Axil Orpheus', 'Julian Felicia']",0.6199714652865371
The changing double-hydroxide clusters,1947,DECEMBER,27,24,8692,Hindi,"['Valeria Cerridwen', 'Julian Mercury', 'Nero Juno', 'Niamh Melina']",0.6307825323519625
A 3D printed acetylene with a solitary gamma branch-and-bound aged United Kingdoms based on pain,1946,APRIL,27,25,8102,Hindi,"['Maximus Apollo', 'Sebastian Amir', 'Anna Keyara', 'Yara Faustina', 'Otto Kirk']",0.5897178799213458
Skin polarizations in the excitation theories mediated by a consequence,1945,APRIL,27,26,8255,Mandarin Chinese,"['Parisa Amadeus', 'Amell Avalon', 'Janus Hazel', 'Audree Anna', 'Eugene Otto']",0.5946159268231213
Adenovirus as a solution for unusual single-center possible species via cactuses contributes to the cohort Brazil extends a United Kingdom,1943,AUGUST,27,26,7671,Saraiki,"['Cyra Rocco', 'Corbett Oswald']",0.6210882221243058
A patient and pleural jelly-derived popular index gas,1944,JANUARY,27,23,7181,Spanish,"['Khrystyna Deidre', 'Kamiko Ethan', 'Janus Hazel', 'Mercury Cyra', 'Callynn Bruno']",0.5842178874334363
The nanoparticles species :  the hypoxia-preconditioned gamma agricultural nanoheterostructures,1942,DECEMBER,27,18,7453,Mandarin Chinese,"['Cyrus Harvey', 'Lucius Loki', 'Arantxa Oswald', 'Mabel Decimus']",0.6549235061732417
The atomic pulsed-type photocatalytic maternal determinant,1942,JULY,27,28,7351,Hindi,"['Septimus Ronald', 'Fiona Layla', 'Silvia Ruth']",0.6163450122453888
Brazil Brazil undergoing the quantum enlightenments or multiple cult,1941,OCTOBER,27,16,6981,Northern Uzbek,"['Corbett Deidre', 'Shayna Honoria']",0.6304787265122989
Pakistans disrupts nonsmooth pulsed-type relative double-hydroxide random geographic calcium defective scientific sulfide,1941,JANUARY,27,27,6438,Southern Min,"['Dakota Oden', 'Mercury Urban', 'Josiah Augustina', 'Vita Eugene']",0.5956394931700446
Ratio assures skins based on the tweezer bioimaging of campus among uncertainties in the nautical cardinality using the quantum theory,1939,JANUARY,27,17,6347,English,"['Norman Matilda', 'Tegan Lipa', 'Tiberius Ishanti']",0.5945929439573483
Young galvanic acute reactant positive D-galactosamine,1936,JULY,27,27,5410,Hejazi Arabic,"['Ida Alessia', 'Sinis Sebastian', 'Obi Bronwen']",0.6241294862144691
Bipolar pain religions inhibits the electrons,1933,NOVEMBER,27,20,4688,Mandarin Chinese,"['Fabio Yareli', 'Aurelius Edric', 'Flavia Arantxa']",0.6490711711217004
A stress-induced modeling undergoing the SrTiO3 music,1933,NOVEMBER,27,32,4585,Mandarin Chinese,"['Zotikos Beatrice', 'Gaia Atticus']",0.6277769157458073
Ancient covalent maternal hydrogen undergoing metal factors for the landscapes,1934,FEBRUARY,27,24,4743,English,"['Rocco Bronwen', 'Anna Janus', 'Farrah Audree']",0.5887064197053709
The stress-induced aqueous imine,1932,AUGUST,27,8,4028,Southern Min,"['Cassandra Faustina', 'Rocco Alexander', 'Wolfgang Viviana']",0.6103687554840321
An academic adenovirus in nautical random coverage adenovirus for dynamics,1931,APRIL,27,24,3805,English,"['Itzel Thor', 'Bodhi Sophia']",0.5964302275079912
Prognostic contributes to the cardinalities with a ratio retirement as the 3D catalyst wave distribution or a sentiment Brazil,1930,AUGUST,27,23,3712,Mandarin Chinese,"['Nero Faustina', 'Jabir Perpetua', 'Aarav Elishah', 'Laurentina Amir']",0.6160161236304709
Stem wave disrupts determinants for a catalyst agricultural structure,1930,APRIL,27,18,3469,English,"['Aphra Chrysanthe', 'Marius Florence']",0.5953561098395065
The carboxytherapies and membership on affective molecules pains,1929,JULY,27,20,3515,English,['Melina Julian'],0.6065570303552552
Sentiment enterprise mediated by nickel-catalyzed music as hysteroscopies of radioactive control based on single-center legal Mexico tooth,1928,SEPTEMBER,27,13,3200,Spanish,['Eustace Titus'],0.6060513832412051
The geometry-constrained high-resolution complex liquid disrupts the powers,1927,JULY,27,13,2695,Spanish,"['Sinis Amadeus', 'Aine Naila', 'Adelaide Cyrus', 'Chrysanthe Abelia']",0.6057003273338168
Biological assessments disrupts elusive iron among the electrons as curricular wind extends pains,1926,AUGUST,27,19,2840,Urdu,"['Jason Pilar', 'Bodhi Alice', 'Mercury Isabel', 'Sinis Bruno']",0.631424700394741
Ionic negative ratio for postcrania,1925,SEPTEMBER,27,17,2526,German,['Divit Louis'],0.6344845825299739
Cross-sectional music bioimaging,1931,APRIL,27,17,3991,Japanese,"['Horatio Leander', 'Severus Arram', 'Athalia Aaron']",0.4308396790108746
Hemolytic operational amazeballs higher education,1921,OCTOBER,27,11,1540,Southern Pashto,['Niamh Caxton'],0.6870268478203228
A system and infection is dispensable for geometry-constrained longitudinal functional-consumer,1923,JULY,27,18,2180,Hejazi Arabic,"['Veda Yareli', 'Maximus Nathaniel']",0.5922896307326102
Tubulocystic public ancient defective winds,1920,NOVEMBER,27,5,1213,Mandarin Chinese,"['Liene Avalon', 'Cyrus Hardik', 'Naila Hiro']",0.6505763891219289
Sheep via load-carrying transformation,1921,MAY,27,6,1231,Burmese,['Osirus Adelaide'],0.6025110009916086
The three-party blended functional-consumers contributes to newborns using randomized implantation in the curricular biohazard,1921,JUNE,27,9,1428,Bengali,['Orpheus Bharat'],0.594822734391234
The Load-carrying Photocorrosion,1921,JUNE,27,8,1392,Korean,"['Felicia Isabel', 'Ronald Esther']",0.5729422306234265
Investigating sentiment cocultures contributes to Wharton's assessments,1921,MARCH,27,11,1361,Romanian,['Hatzoglou Caesar'],0.5541464099213255
Blended stress-induced Chinese survival based on the analyses is dispensable for material East India Company assures reducing targeted catalyst analog positive register-based unusual use mouse,1920,FEBRUARY,27,1,696,Igbo,"['Charvi Apollo', 'Raymond Katana']",0.5830298725425324
A postcrania and an educational social functional neuropathic nanoparticles,1919,MARCH,27,0,661,English,['Viviana Minerva'],0.5176161177922434
The extracellular temperatures assures tissue and nanocomposite mediated by 2018,1918,MAY,27,2,871,Italian,"['Hilaria Harlow', 'Ophelia Amara']",0.5425908188061408
Process-based studies confers material cubital tissue,1919,AUGUST,27,1,704,Mandarin Chinese,['Augustina Cornelius'],0.5042724810628912
Can the neuropathic amide-linked NiFe-layered single-center anxieties save the world?,1919,FEBRUARY,27,1,869,South Azerbaijani,"['Maeve Ellie', 'Tanaquil Theon']",0.47621866124278533
A mesenchymal neuropathic ultraviolet bridge,1917,NOVEMBER,27,0,640,Maithili,"['Ernest Zephyr', 'Marius Ralph']",0.5317697898450537
Can Chinese branch-and-bound social instance save the world?,1920,SEPTEMBER,27,5,1169,Hindi,"['Wolfgang Henry', 'Nova Ellie', 'Drusilla Florentina']",0.4423299978365246
A 2D Australian material Wharton's synthesis of women disrupts indexes mediated by the coupling skyrmion cubital effects contributes to rope with a helium,1917,NOVEMBER,27,0,505,Hindi,"['Hazel Itzel', 'Cerridwen Stefanos']",0.47246771970655943
A randomized function :  the phenomena using metastatic instance,1917,NOVEMBER,27,0,660,Gujarati,"['Veda Titus', 'Zephyr Edith']",0.47099907607151215
Register-based political single-center solitary metastatic zinc-insulin optimizations,1917,MAY,27,0,376,Mandarin Chinese,"['Valeria Hatzoglou', 'Janus Bruce', 'Kamiko Isolde']",0.46175273521647275
